Local time in Ciampino (airport);Temp_dcelsius;Wind_speed;Dewpoint_temp
29.04.2017 08:00;8.05;3;5.08
29.04.2017 05:00;7.04;2;5.07
29.04.2017 02:00;9.01;2;7.04
28.04.2017 23:00;10.01;3;7.04
28.04.2017 20:00;12.01;1;6.08
28.04.2017 17:00;12.03;3;6.01
28.04.2017 14:00;14.04;4;6.04
28.04.2017 11:00;12.02;2;10.00
28.04.2017 08:00;12.00;2;11.06
28.04.2017 05:00;16.04;8;11.05
28.04.2017 02:00;15.02;8;11.04
27.04.2017 23:00;16.02;9;10.06
27.04.2017 20:00;17.04;6;9.07
27.04.2017 17:00;16.08;7;12.05
27.04.2017 14:00;19.05;7;12.02
27.04.2017 11:00;17.00;7;12.09
27.04.2017 08:00;16.04;9;12.07
27.04.2017 05:00;18.07;7;9.06
27.04.2017 02:00;19.01;7;8.06
26.04.2017 23:00;18.01;6;7.09
26.04.2017 20:00;18.02;5;8.08
26.04.2017 17:00;20.00;6;10.03
26.04.2017 14:00;20.01;8;10.03
26.04.2017 11:00;18.02;9;10.06
26.04.2017 08:00;16.06;5;6.04
26.04.2017 05:00;11.07;2;4.00
26.04.2017 02:00;14.06;4;3.07
25.04.2017 23:00;12.04;1;8.04
25.04.2017 20:00;14.07;3;9.09
25.04.2017 17:00;18.03;4;9.04
25.04.2017 14:00;19.09;5;5.09
25.04.2017 11:00;17.03;4;7.01
25.04.2017 08:00;12.02;1;8.07
25.04.2017 05:00;9.05;3;7.08
25.04.2017 02:00;9.01;2;7.02
24.04.2017 23:00;10.09;2;9.00
24.04.2017 20:00;14.08;2;10.00
24.04.2017 17:00;17.08;4;6.09
24.04.2017 14:00;19.02;4;7.09
24.04.2017 11:00;17.06;2;7.00
24.04.2017 08:00;13.04;2;8.02
24.04.2017 05:00;8.04;3;5.02
24.04.2017 02:00;9.01;2;5.08
23.04.2017 23:00;11.03;2;8.05
23.04.2017 20:00;15.02;2;6.07
23.04.2017 17:00;17.06;3;4.02
23.04.2017 14:00;18.01;4;5.06
23.04.2017 11:00;16.05;1;6.03
23.04.2017 08:00;12.01;1;6.08
23.04.2017 05:00;6.08;3;4.03
23.04.2017 02:00;7.08;2;4.01
22.04.2017 23:00;9.03;2;4.04
22.04.2017 20:00;13.04;2;6.02
22.04.2017 17:00;17.01;7;7.03
22.04.2017 14:00;18.01;5;-4.6
22.04.2017 11:00;12.09;2;-8.3
22.04.2017 08:00;5.03;2;-0.7
22.04.2017 05:00;3.08;1;-2.5
22.04.2017 02:00;6.06;2;-5.2
21.04.2017 23:00;7.02;1;-0.9
21.04.2017 20:00;11.07;2;1.04
21.04.2017 17:00;13.04;4;-1.5
21.04.2017 14:00;14.00;2;-4.6
21.04.2017 11:00;11.09;5;-3.7
21.04.2017 08:00;6.06;3;-2.5
21.04.2017 05:00;4.07;3;-4.5
21.04.2017 02:00;4.09;2;-5.1
20.04.2017 23:00;8.02;4;-5.4
20.04.2017 20:00;11.03;6;-7.3
20.04.2017 17:00;14.01;6;-5.6
20.04.2017 14:00;14.07;7;-4.5
20.04.2017 11:00;11.03;5;-3.7
20.04.2017 08:00;5.03;3;-1.6
20.04.2017 02:00;5.01;2;-2.6
19.04.2017 23:00;8.01;2;-2.8
19.04.2017 20:00;12.02;6;-5.2
19.04.2017 17:00;14.09;4;0.02
19.04.2017 14:00;15.07;6;0.04
19.04.2017 11:00;12.03;9;1.04
19.04.2017 08:00;7.09;6;0.03
19.04.2017 05:00;7.02;5;1.02
19.04.2017 02:00;7.08;4;3.02
18.04.2017 23:00;10.01;6;6.02
18.04.2017 20:00;14.09;3;11.05
18.04.2017 17:00;16.04;5;11.04
18.04.2017 14:00;16.09;4;12.05
18.04.2017 11:00;16.03;5;10.02
18.04.2017 08:00;14.08;2;10.06
18.04.2017 05:00;12.08;2;10.05
18.04.2017 02:00;11.07;2;7.09
17.04.2017 23:00;13.06;2;6.08
17.04.2017 20:00;17.03;3;5.03
17.04.2017 17:00;21.05;6;5.04
17.04.2017 14:00;22.06;4;4.02
17.04.2017 11:00;17.08;4;8.01
17.04.2017 08:00;13.07;2;12.06
17.04.2017 02:00;14.08;2;13.02
16.04.2017 23:00;14.04;1;11.00
16.04.2017 20:00;18.04;3;11.09
16.04.2017 17:00;21.07;5;12.08
16.04.2017 14:00;20.02;5;9.09
16.04.2017 11:00;18.06;2;12.00
16.04.2017 08:00;14.02;1;12.00
16.04.2017 05:00;13.08;2;11.07
16.04.2017 02:00;15.00;3;11.06
15.04.2017 23:00;15.08;2;13.00
15.04.2017 20:00;15.09;2;12.04
15.04.2017 17:00;18.09;5;12.06
15.04.2017 14:00;21.00;4;10.08
15.04.2017 11:00;17.05;4;11.02
15.04.2017 08:00;12.02;1;10.02
15.04.2017 05:00;10.01;2;8.03
15.04.2017 02:00;12.04;2;8.04
14.04.2017 23:00;12.08;1;10.05
14.04.2017 20:00;16.00;2;12.03
14.04.2017 17:00;19.00;5;12.01
14.04.2017 14:00;20.01;5;10.00
14.04.2017 11:00;18.06;4;11.01
14.04.2017 08:00;15.01;0;10.04
14.04.2017 05:00;11.03;3;9.01
14.04.2017 02:00;11.03;2;8.06
13.04.2017 23:00;12.02;2;9.09
13.04.2017 20:00;15.09;2;12.00
13.04.2017 17:00;18.09;3;12.05
13.04.2017 14:00;20.01;3;12.00
13.04.2017 11:00;17.06;2;11.06
13.04.2017 08:00;12.07;2;9.08
13.04.2017 05:00;11.00;2;7.07
13.04.2017 02:00;10.07;2;7.07
12.04.2017 23:00;13.05;1;10.08
12.04.2017 20:00;16.08;2;12.00
12.04.2017 17:00;20.01;3;12.01
12.04.2017 14:00;20.06;4;11.05
12.04.2017 11:00;18.07;2;12.01
12.04.2017 08:00;11.02;1;10.08
12.04.2017 05:00;10.01;1;6.09
12.04.2017 02:00;11.09;1;9.08
11.04.2017 23:00;12.08;2;6.09
11.04.2017 20:00;16.02;3;12.04
11.04.2017 17:00;19.09;3;12.03
11.04.2017 14:00;21.08;2;10.06
11.04.2017 11:00;17.01;3;12.06
11.04.2017 08:00;12.06;1;9.09
11.04.2017 05:00;10.04;1;9.02
11.04.2017 02:00;10.07;3;9.00
10.04.2017 23:00;13.09;1;11.07
10.04.2017 20:00;16.08;1;12.06
10.04.2017 17:00;20.07;3;11.09
10.04.2017 14:00;21.04;4;12.03
10.04.2017 11:00;20.05;3;7.04
10.04.2017 08:00;12.02;2;7.09
10.04.2017 05:00;11.00;2;7.01
10.04.2017 02:00;11.00;1;6.07
09.04.2017 23:00;14.01;1;5.05
09.04.2017 20:00;17.07;1;8.00
09.04.2017 17:00;21.03;3;5.08
09.04.2017 14:00;21.01;3;6.09
09.04.2017 11:00;19.04;2;8.06
09.04.2017 08:00;11.02;2;9.03
09.04.2017 05:00;10.00;1;8.05
09.04.2017 02:00;11.06;2;9.02
08.04.2017 23:00;13.09;2;12.00
08.04.2017 20:00;16.01;3;10.08
08.04.2017 17:00;20.03;3;10.02
08.04.2017 14:00;21.02;3;8.04
08.04.2017 11:00;17.07;2;9.06
08.04.2017 08:00;10.01;2;8.02
08.04.2017 05:00;9.07;1;8.03
08.04.2017 02:00;10.00;2;7.06
07.04.2017 23:00;11.06;1;9.06
07.04.2017 20:00;14.09;2;8.08
07.04.2017 17:00;17.06;4;8.08
07.04.2017 14:00;17.07;4;9.04
07.04.2017 11:00;15.08;1;8.05
07.04.2017 08:00;10.06;2;8.09
07.04.2017 05:00;9.08;1;9.03
07.04.2017 02:00;11.03;1;10.02
06.04.2017 23:00;11.08;2;9.06
06.04.2017 20:00;13.08;4;10.00
06.04.2017 17:00;17.09;2;11.02
06.04.2017 14:00;18.07;3;10.09
06.04.2017 11:00;15.08;1;10.00
06.04.2017 08:00;10.03;1;7.07
06.04.2017 05:00;9.03;1;6.08
06.04.2017 02:00;11.08;2;7.08
05.04.2017 23:00;12.00;1;10.06
05.04.2017 20:00;16.00;1;6.05
05.04.2017 17:00;17.09;2;11.08
05.04.2017 14:00;18.01;4;11.08
05.04.2017 11:00;16.09;2;10.08
05.04.2017 08:00;10.09;0;7.02
05.04.2017 05:00;9.03;2;7.04
05.04.2017 02:00;10.03;3;7.08
04.04.2017 23:00;13.03;3;5.04
04.04.2017 20:00;14.06;3;7.06
04.04.2017 17:00;18.06;2;9.09
04.04.2017 14:00;20.02;3;9.05
04.04.2017 11:00;16.04;2;7.03
04.04.2017 08:00;9.08;1;4.01
04.04.2017 05:00;9.01;1;4.08
04.04.2017 02:00;9.07;2;5.00
03.04.2017 23:00;10.08;3;6.06
03.04.2017 20:00;15.01;2;5.08
03.04.2017 17:00;17.07;6;6.05
03.04.2017 14:00;16.05;5;6.09
03.04.2017 11:00;17.03;5;7.06
03.04.2017 08:00;11.06;1;8.02
03.04.2017 05:00;10.04;1;9.05
03.04.2017 02:00;11.05;2;9.08
02.04.2017 23:00;11.09;3;10.01
02.04.2017 20:00;12.09;4;9.08
02.04.2017 17:00;13.06;2;10.01
02.04.2017 14:00;11.06;5;9.07
02.04.2017 11:00;13.06;2;11.04
02.04.2017 08:00;15.00;5;9.02
02.04.2017 05:00;15.00;3;2.00
02.04.2017 02:00;15.07;5;1.09
01.04.2017 23:00;17.09;5;0.02
01.04.2017 20:00;17.02;2;4.02
01.04.2017 17:00;20.00;6;7.03
01.04.2017 14:00;19.09;4;6.05
01.04.2017 11:00;16.09;2;7.08
01.04.2017 08:00;7.08;2;3.01
01.04.2017 05:00;7.04;1;1.02
01.04.2017 02:00;8.09;3;3.08
31.03.2017 23:00;11.03;2;5.00
31.03.2017 20:00;16.01;2;10.01
31.03.2017 17:00;21.04;3;6.00
31.03.2017 14:00;22.02;3;4.02
31.03.2017 11:00;20.07;4;4.07
31.03.2017 08:00;11.04;2;5.01
31.03.2017 05:00;9.04;1;2.08
31.03.2017 02:00;11.06;1;1.01
30.03.2017 23:00;13.09;2;1.07
30.03.2017 20:00;17.05;1;3.07
30.03.2017 17:00;21.09;4;4.01
30.03.2017 14:00;23.04;3;0.01
30.03.2017 11:00;17.09;2;3.07
30.03.2017 08:00;9.08;2;2.07
30.03.2017 05:00;6.09;1;2.07
30.03.2017 02:00;8.00;1;3.08
29.03.2017 23:00;10.07;2;4.00
29.03.2017 20:00;13.05;2;5.02
29.03.2017 17:00;19.07;3;3.00
29.03.2017 14:00;18.08;3;2.04
29.03.2017 11:00;13.08;1;3.07
29.03.2017 08:00;5.08;2;1.06
29.03.2017 05:00;5.05;2;1.02
29.03.2017 02:00;7.02;1;1.07
28.03.2017 23:00;7.05;2;1.03
28.03.2017 20:00;12.02;1;3.07
28.03.2017 17:00;16.07;3;2.08
28.03.2017 14:00;16.02;2;3.02
28.03.2017 11:00;13.03;1;4.00
28.03.2017 08:00;4.02;2;0.08
28.03.2017 05:00;3.02;2;-0.4
28.03.2017 02:00;6.04;2;2.04
27.03.2017 23:00;6.07;2;4.09
27.03.2017 20:00;11.00;1;6.00
27.03.2017 17:00;12.06;2;5.07
27.03.2017 14:00;9.03;2;7.07
27.03.2017 11:00;11.01;4;5.01
27.03.2017 08:00;8.03;4;4.07
27.03.2017 05:00;8.08;4;4.06
27.03.2017 02:00;10.00;2;4.05
26.03.2017 23:00;10.08;3;7.08
26.03.2017 20:00;12.07;1;7.08
26.03.2017 17:00;16.01;6;7.02
26.03.2017 14:00;16.05;5;4.00
26.03.2017 11:00;14.00;5;9.05
26.03.2017 08:00;8.08;2;7.09
26.03.2017 05:00;8.03;1;7.08
26.03.2017 01:00;12.01;1;11.00
25.03.2017 22:00;13.07;2;11.06
25.03.2017 19:00;14.05;2;10.09
25.03.2017 16:00;18.03;6;6.09
25.03.2017 13:00;21.03;6;9.01
25.03.2017 10:00;18.03;3;10.08
25.03.2017 07:00;10.02;1;7.04
25.03.2017 04:00;11.00;1;8.08
25.03.2017 01:00;12.08;2;9.02
24.03.2017 22:00;13.00;2;9.00
24.03.2017 19:00;15.03;1;10.09
24.03.2017 16:00;19.04;3;10.07
24.03.2017 13:00;20.04;3;8.03
24.03.2017 10:00;16.02;2;10.03
24.03.2017 07:00;9.07;1;7.01
24.03.2017 04:00;9.09;2;8.04
24.03.2017 01:00;9.03;1;7.09
23.03.2017 22:00;10.06;2;8.08
23.03.2017 19:00;14.01;2;10.00
23.03.2017 16:00;16.07;4;9.09
23.03.2017 13:00;17.05;4;11.02
23.03.2017 10:00;16.03;5;10.04
23.03.2017 07:00;12.05;2;9.02
23.03.2017 04:00;12.05;1;9.02
23.03.2017 01:00;12.05;2;10.08
22.03.2017 22:00;12.05;1;10.09
22.03.2017 19:00;14.04;1;10.06
22.03.2017 16:00;16.05;2;10.07
22.03.2017 13:00;17.00;3;11.03
22.03.2017 10:00;14.06;3;11.03
22.03.2017 07:00;11.03;2;11.00
22.03.2017 04:00;8.09;1;7.08
22.03.2017 01:00;9.07;2;8.03
21.03.2017 22:00;12.00;1;9.02
21.03.2017 19:00;14.03;1;10.05
21.03.2017 13:00;19.01;2;11.04
21.03.2017 10:00;16.04;1;11.08
21.03.2017 07:00;10.05;1;9.05
21.03.2017 04:00;12.02;1;10.03
21.03.2017 01:00;12.03;1;10.06
20.03.2017 22:00;13.02;1;10.07
20.03.2017 19:00;14.04;2;10.09
20.03.2017 16:00;16.05;3;11.06
20.03.2017 10:00;16.06;3;10.07
20.03.2017 07:00;11.00;1;8.05
20.03.2017 04:00;12.00;0;9.07
20.03.2017 01:00;13.03;1;10.03
19.03.2017 22:00;13.04;1;10.05
19.03.2017 19:00;13.08;1;10.05
19.03.2017 16:00;14.08;3;11.03
19.03.2017 13:00;14.01;3;11.03
19.03.2017 10:00;13.09;4;10.05
19.03.2017 07:00;12.06;3;9.09
19.03.2017 04:00;12.03;2;9.03
19.03.2017 01:00;12.01;4;9.09
18.03.2017 22:00;12.06;3;4.08
18.03.2017 19:00;14.02;3;7.09
18.03.2017 16:00;15.06;3;7.07
18.03.2017 13:00;16.02;3;6.07
18.03.2017 10:00;14.03;3;8.07
18.03.2017 07:00;11.03;3;8.09
18.03.2017 04:00;10.04;2;8.09
18.03.2017 01:00;9.03;3;8.01
17.03.2017 22:00;12.05;1;10.08
17.03.2017 19:00;13.02;3;9.02
17.03.2017 16:00;18.05;5;4.02
17.03.2017 13:00;19.02;3;4.03
17.03.2017 10:00;13.07;1;3.09
17.03.2017 07:00;6.00;1;1.07
17.03.2017 04:00;5.09;1;3.00
17.03.2017 01:00;7.09;2;5.04
16.03.2017 22:00;9.03;2;6.05
16.03.2017 19:00;12.07;2;7.04
16.03.2017 16:00;17.04;3;3.06
16.03.2017 13:00;17.02;3;3.09
16.03.2017 10:00;12.08;4;2.02
16.03.2017 07:00;6.09;2;0.03
16.03.2017 04:00;6.00;2;2.00
16.03.2017 01:00;8.02;2;2.06
15.03.2017 22:00;8.09;2;6.04
15.03.2017 19:00;11.08;2;8.00
15.03.2017 16:00;15.08;3;6.04
15.03.2017 13:00;16.08;2;-1.4
15.03.2017 10:00;12.07;3;-0.1
15.03.2017 07:00;7.06;1;-1.8
15.03.2017 04:00;7.09;1;2.04
15.03.2017 01:00;7.06;0;3.00
14.03.2017 22:00;7.09;2;5.01
14.03.2017 19:00;10.08;1;6.05
14.03.2017 16:00;15.04;2;8.03
14.03.2017 13:00;15.02;3;5.08
14.03.2017 10:00;11.00;2;4.07
14.03.2017 07:00;4.05;2;1.03
14.03.2017 04:00;5.07;3;4.00
14.03.2017 01:00;7.04;3;5.01
13.03.2017 22:00;9.03;3;6.05
13.03.2017 19:00;11.04;2;5.08
13.03.2017 16:00;14.06;3;5.06
13.03.2017 13:00;14.09;2;3.02
13.03.2017 10:00;12.02;2;5.00
13.03.2017 07:00;5.05;1;2.08
13.03.2017 04:00;6.04;3;3.08
13.03.2017 01:00;7.08;3;4.08
12.03.2017 22:00;7.09;2;5.04
12.03.2017 19:00;11.01;2;6.04
12.03.2017 16:00;14.02;4;6.01
12.03.2017 13:00;14.06;3;5.05
12.03.2017 10:00;10.07;1;2.02
12.03.2017 07:00;5.00;3;-4.0
12.03.2017 04:00;6.00;2;-4.4
12.03.2017 01:00;6.03;2;-4.1
11.03.2017 22:00;8.04;4;-4.3
11.03.2017 19:00;12.02;5;-6.3
11.03.2017 16:00;15.08;9;-4.1
11.03.2017 13:00;16.00;9;-5.2
11.03.2017 10:00;12.05;8;-2.0
11.03.2017 07:00;7.05;5;-3.2
11.03.2017 04:00;6.05;5;-1.3
11.03.2017 01:00;9.06;4;-4.5
10.03.2017 22:00;12.00;7;-6.6
10.03.2017 19:00;15.09;9;-11.5
10.03.2017 16:00;19.08;11;-2.6
10.03.2017 13:00;18.05;3;5.04
10.03.2017 10:00;13.05;3;3.05
10.03.2017 07:00;9.02;3;1.08
10.03.2017 04:00;9.09;3;2.04
10.03.2017 01:00;8.08;1;4.01
09.03.2017 22:00;10.09;2;4.07
09.03.2017 19:00;13.03;2;6.08
09.03.2017 16:00;17.07;4;3.02
09.03.2017 13:00;17.04;2;1.01
09.03.2017 10:00;11.04;3;0.07
09.03.2017 07:00;6.00;3;-1.6
09.03.2017 04:00;6.04;4;-1.7
09.03.2017 01:00;7.06;3;-1.8
08.03.2017 22:00;9.02;3;-1.4
08.03.2017 19:00;12.03;7;-0.7
08.03.2017 16:00;16.01;9;0.03
08.03.2017 13:00;15.06;10;1.08
08.03.2017 10:00;12.08;8;1.08
08.03.2017 07:00;8.05;8;0.02
08.03.2017 04:00;8.08;8;-0.3
08.03.2017 01:00;9.07;8;-0.1
07.03.2017 22:00;10.03;7;0.00
07.03.2017 19:00;10.09;8;0.02
07.03.2017 13:00;10.08;11;4.05
07.03.2017 10:00;9.02;5;6.03
07.03.2017 07:00;8.01;6;6.05
07.03.2017 04:00;9.00;4;6.08
07.03.2017 01:00;9.05;4;5.09
06.03.2017 22:00;13.09;7;8.07
06.03.2017 19:00;12.06;5;10.00
06.03.2017 16:00;13.08;5;7.05
06.03.2017 13:00;14.04;4;9.02
06.03.2017 10:00;13.08;4;10.02
06.03.2017 07:00;8.08;2;8.02
06.03.2017 04:00;10.09;2;9.06
06.03.2017 01:00;11.01;3;7.08
05.03.2017 22:00;10.05;3;7.01
05.03.2017 19:00;9.09;2;7.00
05.03.2017 16:00;13.00;2;5.09
05.03.2017 13:00;12.04;4;8.04
05.03.2017 10:00;9.07;6;8.03
05.03.2017 07:00;10.04;4;7.07
05.03.2017 04:00;10.07;1;8.04
05.03.2017 01:00;10.06;2;7.08
04.03.2017 22:00;12.04;3;10.07
04.03.2017 19:00;13.04;6;11.00
04.03.2017 16:00;14.00;9;11.07
04.03.2017 13:00;14.06;8;10.00
04.03.2017 10:00;16.05;9;6.05
04.03.2017 07:00;14.09;8;4.02
04.03.2017 04:00;11.02;2;4.09
04.03.2017 01:00;10.01;3;7.04
03.03.2017 22:00;10.04;3;7.05
03.03.2017 19:00;12.01;4;8.05
03.03.2017 16:00;15.07;2;9.01
03.03.2017 13:00;16.01;3;6.09
03.03.2017 10:00;13.01;1;6.08
03.03.2017 07:00;6.04;2;3.08
03.03.2017 04:00;6.04;1;3.09
03.03.2017 01:00;8.02;3;4.04
02.03.2017 22:00;8.03;2;6.00
02.03.2017 16:00;14.02;3;6.06
02.03.2017 13:00;14.06;4;7.07
02.03.2017 10:00;13.07;2;8.09
02.03.2017 07:00;6.01;2;2.01
02.03.2017 04:00;5.07;1;3.03
02.03.2017 01:00;6.06;2;4.04
01.03.2017 22:00;8.04;2;5.06
01.03.2017 19:00;11.02;2;5.03
01.03.2017 16:00;15.00;5;2.09
01.03.2017 13:00;15.08;4;3.09
01.03.2017 10:00;12.06;6;4.06
01.03.2017 07:00;10.01;1;6.06
01.03.2017 04:00;12.03;5;9.04
01.03.2017 01:00;13.00;5;11.06
28.02.2017 22:00;13.02;5;11.03
28.02.2017 19:00;13.01;5;11.00
28.02.2017 16:00;13.09;7;9.06
28.02.2017 13:00;14.00;6;8.08
28.02.2017 10:00;13.05;6;5.05
28.02.2017 07:00;6.00;0;1.05
28.02.2017 04:00;6.02;3;2.06
28.02.2017 01:00;7.02;3;4.01
27.02.2017 22:00;8.02;1;2.00
27.02.2017 19:00;10.09;2;5.02
27.02.2017 16:00;15.03;3;4.01
27.02.2017 13:00;15.09;4;6.09
27.02.2017 10:00;13.04;4;7.07
27.02.2017 07:00;6.07;1;4.06
27.02.2017 04:00;6.07;2;4.05
27.02.2017 01:00;7.00;2;5.01
26.02.2017 22:00;8.09;2;6.01
26.02.2017 19:00;10.09;2;6.04
26.02.2017 16:00;16.00;3;7.02
26.02.2017 13:00;15.08;2;8.06
26.02.2017 10:00;9.09;3;3.04
26.02.2017 07:00;6.03;3;1.01
26.02.2017 04:00;6.06;2;2.06
26.02.2017 01:00;8.00;2;3.07
25.02.2017 22:00;10.04;3;5.06
25.02.2017 19:00;12.00;1;9.04
25.02.2017 16:00;13.01;2;9.05
25.02.2017 13:00;13.08;2;9.08
25.02.2017 10:00;11.05;5;8.01
25.02.2017 07:00;12.04;1;9.07
25.02.2017 04:00;14.05;2;10.01
25.02.2017 01:00;15.04;6;9.03
24.02.2017 22:00;15.08;6;7.03
24.02.2017 19:00;15.00;10;7.05
24.02.2017 16:00;15.04;8;7.03
24.02.2017 13:00;14.08;2;8.05
24.02.2017 10:00;13.02;2;9.03
24.02.2017 07:00;12.00;5;8.07
24.02.2017 04:00;12.05;2;8.00
24.02.2017 01:00;12.00;3;7.02
23.02.2017 22:00;11.05;4;9.02
23.02.2017 19:00;11.06;3;9.07
23.02.2017 16:00;14.09;3;8.09
23.02.2017 13:00;14.05;3;9.05
23.02.2017 10:00;12.08;3;9.06
23.02.2017 07:00;9.07;1;7.04
23.02.2017 04:00;10.02;1;7.03
23.02.2017 01:00;10.07;1;7.08
22.02.2017 22:00;11.05;1;8.04
22.02.2017 19:00;12.01;2;8.06
22.02.2017 16:00;13.08;3;7.01
22.02.2017 13:00;13.07;4;6.08
22.02.2017 10:00;10.01;1;6.09
22.02.2017 07:00;7.00;3;5.00
22.02.2017 04:00;6.06;2;5.04
22.02.2017 01:00;6.07;2;5.08
21.02.2017 22:00;7.03;1;6.03
21.02.2017 19:00;10.05;1;7.04
21.02.2017 16:00;13.07;4;1.01
21.02.2017 13:00;13.03;2;0.09
21.02.2017 10:00;8.03;2;1.08
21.02.2017 07:00;3.01;1;0.02
21.02.2017 04:00;4.02;3;0.01
21.02.2017 01:00;4.08;2;0.05
20.02.2017 22:00;6.08;3;0.07
20.02.2017 19:00;9.04;1;0.05
20.02.2017 16:00;13.00;5;1.03
20.02.2017 13:00;13.04;3;0.06
20.02.2017 10:00;8.03;3;3.03
20.02.2017 07:00;1.07;1;0.04
20.02.2017 04:00;3.00;1;0.07
20.02.2017 01:00;5.02;1;1.02
19.02.2017 22:00;6.02;2;3.03
19.02.2017 19:00;9.03;1;5.01
19.02.2017 16:00;12.08;4;3.05
19.02.2017 13:00;11.09;2;-0.3
19.02.2017 10:00;7.05;3;1.04
19.02.2017 07:00;3.00;2;1.02
19.02.2017 04:00;4.05;2;2.06
19.02.2017 01:00;6.04;2;2.08
18.02.2017 22:00;6.07;2;3.09
18.02.2017 19:00;10.05;2;2.03
18.02.2017 16:00;13.08;3;5.06
18.02.2017 13:00;13.08;2;8.03
18.02.2017 10:00;9.09;2;8.03
18.02.2017 07:00;9.08;2;8.08
18.02.2017 04:00;10.02;4;8.02
18.02.2017 01:00;9.08;3;8.04
17.02.2017 22:00;10.08;3;9.02
17.02.2017 19:00;11.07;3;9.00
17.02.2017 16:00;13.05;3;8.01
17.02.2017 13:00;14.08;2;7.01
17.02.2017 10:00;12.01;1;7.00
17.02.2017 07:00;4.08;0;4.02
17.02.2017 04:00;4.06;2;4.02
17.02.2017 01:00;6.03;3;5.05
16.02.2017 22:00;6.06;2;5.01
16.02.2017 19:00;9.08;1;4.08
16.02.2017 16:00;14.00;3;3.04
16.02.2017 13:00;14.01;2;2.04
16.02.2017 10:00;8.09;1;3.06
16.02.2017 07:00;4.02;2;3.02
16.02.2017 04:00;4.02;2;3.02
16.02.2017 01:00;6.08;2;4.01
15.02.2017 22:00;7.05;2;4.02
15.02.2017 19:00;9.02;2;6.07
15.02.2017 16:00;14.02;3;6.00
15.02.2017 13:00;13.09;1;4.05
15.02.2017 10:00;8.01;2;4.04
15.02.2017 07:00;3.06;2;2.07
15.02.2017 04:00;5.02;2;4.00
15.02.2017 01:00;7.06;2;4.07
14.02.2017 22:00;7.06;2;4.02
14.02.2017 19:00;9.09;1;5.05
14.02.2017 16:00;14.09;2;4.01
14.02.2017 13:00;14.08;2;4.00
14.02.2017 10:00;9.07;3;4.03
14.02.2017 07:00;5.09;2;2.08
14.02.2017 04:00;9.04;2;3.00
14.02.2017 01:00;10.00;3;4.02
13.02.2017 22:00;11.02;2;6.01
13.02.2017 19:00;11.07;2;5.08
13.02.2017 16:00;15.07;3;6.00
13.02.2017 13:00;16.01;4;4.09
13.02.2017 10:00;12.03;1;5.09
13.02.2017 07:00;9.03;4;4.00
13.02.2017 04:00;9.04;3;4.06
13.02.2017 01:00;8.05;2;5.02
12.02.2017 22:00;11.05;1;5.09
12.02.2017 19:00;11.05;1;7.00
12.02.2017 16:00;15.08;4;6.06
12.02.2017 13:00;16.05;3;7.00
12.02.2017 10:00;11.06;2;7.01
12.02.2017 07:00;7.08;2;4.07
12.02.2017 04:00;7.06;1;3.09
12.02.2017 01:00;8.00;3;3.05
11.02.2017 22:00;9.05;2;4.04
11.02.2017 19:00;12.02;4;6.06
11.02.2017 16:00;15.06;5;7.02
11.02.2017 13:00;15.07;3;7.03
11.02.2017 10:00;11.00;1;7.02
11.02.2017 07:00;6.09;1;4.04
11.02.2017 04:00;5.08;2;4.02
11.02.2017 01:00;7.01;1;4.03
10.02.2017 22:00;8.00;2;4.01
10.02.2017 19:00;9.02;2;6.01
10.02.2017 16:00;13.07;3;6.00
10.02.2017 13:00;13.09;2;5.01
10.02.2017 10:00;9.06;3;5.01
10.02.2017 07:00;7.04;3;4.00
10.02.2017 04:00;8.02;2;4.05
10.02.2017 01:00;9.01;2;4.02
09.02.2017 22:00;11.05;2;2.05
09.02.2017 19:00;11.07;6;3.02
09.02.2017 16:00;11.09;5;4.00
09.02.2017 13:00;12.04;5;3.00
09.02.2017 10:00;11.03;4;2.04
09.02.2017 07:00;10.03;5;2.03
09.02.2017 04:00;9.08;4;3.07
09.02.2017 01:00;10.03;3;4.08
08.02.2017 22:00;11.02;5;4.01
08.02.2017 19:00;11.09;2;4.01
08.02.2017 16:00;12.02;2;5.07
08.02.2017 13:00;13.03;3;6.07
08.02.2017 10:00;11.03;1;5.09
08.02.2017 07:00;8.06;2;5.00
08.02.2017 04:00;6.03;1;5.03
08.02.2017 01:00;7.06;1;5.05
07.02.2017 22:00;8.05;2;5.07
07.02.2017 19:00;9.05;2;7.00
07.02.2017 16:00;14.06;1;5.05
07.02.2017 13:00;13.04;2;6.06
07.02.2017 10:00;9.01;2;6.06
07.02.2017 07:00;6.00;3;3.09
07.02.2017 04:00;7.00;3;4.02
07.02.2017 01:00;7.05;2;6.04
06.02.2017 22:00;8.01;2;7.03
06.02.2017 19:00;8.07;2;7.01
06.02.2017 16:00;9.00;1;8.06
06.02.2017 13:00;8.02;3;7.08
06.02.2017 10:00;7.08;2;7.03
06.02.2017 07:00;9.04;1;8.07
06.02.2017 04:00;9.07;2;9.02
06.02.2017 01:00;12.03;5;11.03
05.02.2017 22:00;13.02;7;12.02
05.02.2017 19:00;13.06;7;11.06
05.02.2017 16:00;13.09;6;11.05
05.02.2017 13:00;15.02;8;11.00
05.02.2017 10:00;14.00;7;9.09
05.02.2017 07:00;13.03;3;10.01
05.02.2017 04:00;11.04;2;8.09
05.02.2017 01:00;12.06;3;8.03
04.02.2017 22:00;12.05;2;9.02
